@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE att17 numeric
@ATTRIBUTE att18 numeric
@ATTRIBUTE att19 numeric
@ATTRIBUTE att20 numeric
@ATTRIBUTE att21 numeric
@ATTRIBUTE att22 numeric
@ATTRIBUTE att23 numeric
@ATTRIBUTE att24 numeric
@ATTRIBUTE att25 numeric
@ATTRIBUTE att26 numeric
@ATTRIBUTE att27 numeric
@ATTRIBUTE att28 numeric
@ATTRIBUTE att29 numeric
@ATTRIBUTE att30 numeric
@ATTRIBUTE att31 numeric
@ATTRIBUTE att32 numeric
@ATTRIBUTE att33 numeric
@ATTRIBUTE att34 numeric
@ATTRIBUTE att35 numeric
@ATTRIBUTE att36 numeric
@ATTRIBUTE att37 numeric
@ATTRIBUTE att38 numeric
@ATTRIBUTE att39 numeric
@ATTRIBUTE att40 numeric
@ATTRIBUTE att41 numeric
@ATTRIBUTE att42 numeric
@ATTRIBUTE att43 numeric
@ATTRIBUTE att44 numeric
@ATTRIBUTE att45 numeric
@ATTRIBUTE att46 numeric
@ATTRIBUTE att47 numeric
@ATTRIBUTE att48 numeric
@ATTRIBUTE att49 numeric
@ATTRIBUTE att50 numeric
@ATTRIBUTE att51 numeric
@ATTRIBUTE att52 numeric
@ATTRIBUTE att53 numeric
@ATTRIBUTE att54 numeric
@ATTRIBUTE att55 numeric
@ATTRIBUTE att56 numeric
@ATTRIBUTE att57 numeric
@ATTRIBUTE att58 numeric
@ATTRIBUTE att59 numeric
@ATTRIBUTE att60 numeric
@ATTRIBUTE att61 numeric
@ATTRIBUTE att62 numeric
@ATTRIBUTE att63 numeric
@ATTRIBUTE att64 numeric
@ATTRIBUTE att65 numeric
@ATTRIBUTE att66 numeric
@ATTRIBUTE att67 numeric
@ATTRIBUTE att68 numeric
@ATTRIBUTE att69 numeric
@ATTRIBUTE att70 numeric
@ATTRIBUTE att71 numeric
@ATTRIBUTE att72 numeric
@ATTRIBUTE att73 numeric
@ATTRIBUTE att74 numeric
@ATTRIBUTE att75 numeric
@ATTRIBUTE att76 numeric
@ATTRIBUTE att77 numeric
@ATTRIBUTE att78 numeric
@ATTRIBUTE att79 numeric
@ATTRIBUTE att80 numeric
@ATTRIBUTE att81 numeric
@ATTRIBUTE att82 numeric
@ATTRIBUTE att83 numeric
@ATTRIBUTE att84 numeric
@ATTRIBUTE att85 numeric
@ATTRIBUTE att86 numeric
@ATTRIBUTE att87 numeric
@ATTRIBUTE att88 numeric
@ATTRIBUTE att89 numeric
@ATTRIBUTE att90 numeric
@ATTRIBUTE att91 numeric
@ATTRIBUTE att92 numeric
@ATTRIBUTE att93 numeric
@ATTRIBUTE att94 numeric
@ATTRIBUTE att95 numeric
@ATTRIBUTE att96 numeric
@ATTRIBUTE att97 numeric
@ATTRIBUTE att98 numeric
@ATTRIBUTE att99 numeric
@ATTRIBUTE att100 numeric
@ATTRIBUTE att101 numeric
@ATTRIBUTE att102 numeric
@ATTRIBUTE att103 numeric
@ATTRIBUTE att104 numeric
@ATTRIBUTE att105 numeric
@ATTRIBUTE att106 numeric
@ATTRIBUTE att107 numeric
@ATTRIBUTE att108 numeric
@ATTRIBUTE att109 numeric
@ATTRIBUTE att110 numeric
@ATTRIBUTE att111 numeric
@ATTRIBUTE att112 numeric
@ATTRIBUTE att113 numeric
@ATTRIBUTE att114 numeric
@ATTRIBUTE att115 numeric
@ATTRIBUTE att116 numeric
@ATTRIBUTE att117 numeric
@ATTRIBUTE att118 numeric
@ATTRIBUTE att119 numeric
@ATTRIBUTE att120 numeric
@ATTRIBUTE att121 numeric
@ATTRIBUTE att122 numeric
@ATTRIBUTE att123 numeric
@ATTRIBUTE att124 numeric
@ATTRIBUTE att125 numeric
@ATTRIBUTE att126 numeric
@ATTRIBUTE att127 numeric
@ATTRIBUTE att128 numeric
@ATTRIBUTE att129 numeric
@ATTRIBUTE att130 numeric
@ATTRIBUTE att131 numeric
@ATTRIBUTE att132 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
-0.939713434, 0.368970749, 0.336055811, -0.157218351, 0.180014491, 0.106006967, -0.193292312, -0.510072093, 1.117111201, 0.628820603, -0.267603652, 0.080120002, -0.393274580, -0.258828595, -0.367592295, 0.672151467, 1.991396570, 0.730532950, 2.428701821, 1.224932173, 0.243823003, 0.691088424, 1.706803040, 0.427468645, 0.916628726, 0.021309956, -0.390802572, -1.882128858, -0.542966951, -0.740924206, -0.622820851, -0.281797898, -0.410669092, 1.021217821, 1.235986183, 0.339899332, 0.378041487, -0.166568631, -1.490566777, -1.134302957, -1.471854938, 0.128513919, 0.100066995, 0.635032244, -0.465142384, -0.331581513, -0.671584965, -0.161816432, 1.289936582, 1.115226266, 0.193535578, 1.341807827, 1.071448480, 0.608012171, 1.250760341, -1.119562258, -1.516547614, -1.342302640, -1.245095611, 0.582163139, 1.578609617, 1.285117012, 0.624694286, -0.131971251, 0.725323535, -0.745376429, -0.995233428, -1.792843943, -0.188170508, -0.552578309, 0.060767895, -1.116221865, -0.462455998, -0.088347035, -0.495508620, -0.389149480, -0.711967450, 0.648708966, 1.273403000, -1.083135212, -0.731069302, -1.041156633, 0.090681219, 0.320391922, -0.636938056, -0.732678612, -0.786472021, 0.334240653, -0.800833397, -1.066406842, -0.593381478, -0.640944523, -0.340007324, -0.689134156, -0.510032800, -0.349679512, -0.492883074, -0.587330686, -0.670294264, 0.224309830, 0.910456996, -0.672771426, -0.871693579, -0.926257957, -0.223802714, 0.084288242, -0.632538278, -0.706602223, -0.680418214, -0.167631790, 1.154009061, 1.729366379, 0.218302631, 0.942671964, 0.121006956, 1.465486384, -0.336413842, 0.102936414, 0.340304063, 0.132373813, 1.482805006, -0.804242293, -2.173939584, 0.500542420, -0.046784825, 1.597653146, 0.610522394, 0.373171725, 0.388695554, 0.640235550, 0.727531463, -0.745329323, Q
0.097971704, 1.186089106, 1.192323035, 0.489137607, 1.154378406, 1.454261211, 1.322485804, -0.939651048, 0.092382384, 1.500677738, 0.708312692, 0.941270235, 0.611980091, -0.032038054, 0.766180344, 0.655667787, 0.554301170, -0.527550053, 0.171457799, 0.502497922, 1.055542363, -0.906111777, 0.669404372, 1.269431264, 1.303553800, -1.164279433, 0.263181340, -0.177636719, 0.607969849, -0.084736759, 0.115453068, -1.535741880, 0.349804375, 0.085582764, 0.054937084, -0.285356336, -1.711056825, -0.612145314, -0.779433672, -0.539344174, -0.607532712, -0.472655176, -0.046440577, 0.661885080, 0.639723740, 0.224984341, -0.171534109, 0.836185898, 0.283786048, 1.094424181, 0.612064812, -0.129630021, 0.853004843, 1.234329790, 1.504718220, 0.129036247, 1.381085848, 0.069429447, 1.043750807, 0.834141288, 0.641369089, 0.202594373, 1.954773113, 0.329483017, 0.529749138, -1.504514285, -0.681622027, -0.136674138, 0.010525122, -1.024292819, -0.716484135, -1.205653991, -0.867943612, -0.066957878, -1.016791672, -1.182509300, -0.087773898, -0.396756696, 0.039499433, 0.692449018, -1.210264288, -0.926219207, 0.701023078, -1.373395031, -0.720782724, -1.074710663, -0.572366323, 0.655843027, -0.728983106, -0.471705259, -0.342541730, -0.802462720, -0.723032835, -0.763835038, -0.642681206, -0.384194810, -0.572015376, -0.792289528, -0.475854087, -0.578720591, -0.312279848, 0.369915757, -0.938103943, -0.932013235, 0.340439953, -0.731455019, -0.767072982, -0.813973222, -0.585258720, 0.220567664, 0.436454370, 0.001627461, 0.090780362, 1.128957537, 0.451589801, 1.119063114, 1.014787353, -0.162783655, 1.294838337, 0.851460713, 0.384512800, 0.640647093, -0.137215931, -0.983694878, 1.705878783, 1.570049467, -0.050776321, 1.573569304, 1.352439280, 1.306345049, 1.074787730, -1.163750535, P
0.396105216, 0.290896769, 0.180457376, -1.375561051, -0.688113490, -0.321396838, 0.382996867, 0.927854886, 0.121323470, -0.233924066, 0.445751618, 0.413249171, 0.682725226, 1.827011108, 0.695001793, -0.649192056, -0.643331473, -1.804861400, -0.759193045, -1.086327204, -0.595009572, 0.491685185, 1.054035690, 0.353582187, -0.842612563, 1.934512152, -0.028198803, -0.366036938, -0.483165300, 0.100949628, 0.975388156, 1.041773662, -1.069041867, 0.661791946, -1.216634945, 0.038325504, 0.510850836, 0.191694708, 0.598431440, 0.215878982, -0.508190882, 1.089841391, -0.238619419, -1.016265760, -0.046772575, -0.700416821, 0.201295329, -2.205618140, 0.706240279, 0.226977255, -0.131224812, -0.815285231, -0.083744445, 1.354445498, 2.110135665, 0.670707657, 1.842229415, 0.472781472, -0.979013821, -1.241362941, -0.649595826, -1.224260085, -1.087890871, -1.037017040, -1.381757769, 0.255305291, 0.583827485, 0.431377080, 0.789723672, 1.112215297, -0.026651320, 0.076530513, -0.557960067, -0.621617601, -0.850690653, -0.901485938, -1.082403051, -0.725756317, 0.978193249, 1.082809140, -0.667779398, 0.606092916, -0.484524897, -0.360914920, 1.375916238, 0.547588144, -0.122690698, 1.330189904, 0.170360683, 0.069322279, 0.379004893, 0.890567552, -0.316970559, -0.246590712, -0.550491428, -0.560624455, -0.584228859, -0.736632477, -0.892406095, -0.762050365, 0.474480110, 0.749236233, -0.631532341, 0.084746294, -0.483126732, -0.488127420, 1.110061826, 0.271562861, -0.343511002, 0.966766583, -0.332840508, -0.533559921, -0.667521703, -1.775855496, 0.827770281, 0.543946357, 1.099163153, 0.562946425, 1.438075774, 1.385229391, 0.973662924, 0.904956127, -1.158613114, -1.011805433, 0.462293787, -1.518495537, 0.789933032, 0.722378294, -0.995387476, -1.109355853, -0.517435327, -0.826314074, V
0.341668349, 0.105366128, 0.312501919, 0.422424048, -0.005798171, -0.692851697, -1.150207500, 1.116349260, 1.520410592, -1.433829939, -0.817180017, -3.127035123, -1.674772156, -1.781847793, -0.581127949, 2.526271060, 2.033485896, -0.508321710, -0.762060115, -0.551858414, -1.419307228, -0.382266964, 0.449524733, 0.557852865, 0.863076210, 1.022320799, 0.413498996, 0.764916246, 1.932353997, 1.623824109, -0.370228710, -0.752506689, -1.077711703, -0.841228050, -0.737924335, 0.293358226, 0.597874914, -1.079068425, 0.324530386, 1.691694160, -1.166847156, -0.790354618, -1.340170484, -1.107558993, -0.021346786, -0.459680003, -0.247513567, -0.157992669, -0.330546249, -1.880273911, -2.100370556, -0.247170914, -0.748915158, -1.152969904, -0.937358889, -1.703465676, 0.427826383, 1.395201266, 0.606616438, 1.132536465, 0.414159264, -0.285602111, 1.261480391, 0.659943815, 0.844065133, 1.300352210, 1.258567165, 1.472481189, 1.049023634, 1.212443137, 1.434374767, 1.429677465, 0.910617331, 0.828956117, 1.238069976, 1.776855121, 1.742726295, 1.870565992, -1.044359509, 0.044182807, -0.059179162, 0.295481530, 0.893702959, -0.534717685, 0.241101943, 0.380755997, -0.767154213, -0.837781406, 1.089889213, 1.701315991, 1.203486167, 0.916261422, 1.650666190, 1.319827733, 0.411809749, 0.267630052, 0.635347067, 2.253624058, 2.249445169, 2.862345064, -0.477137955, -0.299570929, -0.271825090, -0.111083769, 0.943081588, -0.549384280, -0.163656809, 0.162988151, -0.610124978, -0.711343101, -1.754334053, -1.869536363, -1.265282339, -1.454202407, -1.690074064, -1.385739513, -1.598485670, -0.761368111, -1.198638952, -1.821297853, -1.790251236, -1.777151261, 1.363767447, 0.648591342, 0.429450005, 0.034978192, -0.262807075, 0.136729778, -0.303345961, -0.460109887, 1.139993055, 0.565611326, F
-0.399011502, 0.755422958, -0.124791540, -2.201551469, -0.103615408, -0.365233126, -0.677558656, 1.041339017, -0.193812798, -1.757469422, -0.129244263, 0.025227969, -1.309929392, 1.226985873, 1.262841397, -0.766343921, -0.634403435, 0.369589486, 1.297929508, -0.829432235, -0.444908575, 0.530512878, -1.324215453, 0.443844118, 1.762122514, 0.887633898, -0.028579907, -0.179019950, 1.595144746, 0.695690699, 0.295719685, 1.277140825, 1.932163547, 0.179777947, -0.337097027, -1.278225035, 0.403706243, -0.528331953, 0.805537672, 0.469630503, 0.467508556, -0.029190732, -0.389378982, 1.122323459, 0.258336898, -0.483974545, -1.139830467, -1.857655642, -0.820722151, 0.638858529, -0.323336592, 1.587773030, -0.294316239, -2.116040490, -1.132362261, -0.339188192, -1.299741310, 0.535598590, -0.465856083, -0.381542765, -0.494680036, -0.570973003, 0.720320868, -1.778320993, 0.068752344, -1.356630287, 1.876286590, 0.886011928, 1.188846485, 1.677720996, 1.166923901, 0.352117554, 0.181387110, -0.112652895, -0.518085457, 0.961446392, 0.538969986, 0.208226040, -1.895832262, 0.239654617, -0.677950990, 0.477699401, 0.413136667, 0.272991168, 1.154659474, 0.449267004, 0.153124662, 0.374964976, 2.580665608, 0.685081166, 1.181736792, 1.996586555, 1.142431577, -0.019193089, -0.217353802, -0.316525747, -0.532500043, 0.409426301, 0.408523143, -0.149166385, -0.996001114, -0.186679737, -0.762667741, 0.136441131, 0.138435078, -0.046196451, 0.819906104, 0.093072322, -0.152630473, -0.045205523, -1.113028057, -0.805801641, -1.462258701, -1.805661188, -0.684076267, -0.258510670, -0.317399577, 0.230082038, 0.709283698, -1.111346359, 0.488159581, 0.327252096, 1.474557928, -0.275308895, 0.832532777, -0.555433837, -0.071534577, -0.483475638, -0.483948019, -0.422166941, -0.612968710, -0.743642141, P
-1.398054926, -1.070220933, 1.101200405, -1.040899591, 1.424578479, 2.307915235, -1.839003001, -1.342104528, 1.356679079, 0.416882305, 1.271403230, 0.599831722, 0.389301359, 0.331301765, -0.582081233, -0.150855103, 0.762834649, -1.726574575, 0.197261427, 0.385052647, 0.157731556, 0.857257790, 0.422489462, -0.191055532, 0.914825062, 1.156637184, -1.308692672, -1.544840446, 0.367622403, 1.649965605, -0.405316466, 0.331004619, -0.101647868, -1.871523804, -1.566031909, 1.023214217, 1.790271457, 1.591788215, -0.324335810, 0.372868991, 1.708004566, -0.111927241, -1.094740482, -1.257091219, -1.366602192, -1.681032850, -0.275784994, -0.270793698, 1.370557619, 0.722066868, -0.433114752, -1.746905644, -0.170334715, -0.370072879, 0.960522764, 2.022131921, 2.709454632, -0.505843113, -2.287701809, -1.208207921, 1.204229792, -1.061527924, -1.855076861, 0.534904594, 1.926709118, 0.854235483, 1.302082622, 0.918970531, 1.009630819, 1.485081250, 1.518764603, 0.598055900, 0.732558898, 0.855692563, -1.080087449, -1.573777205, -0.928108016, -0.988361436, -1.270036385, 1.541438521, 0.860219708, 0.628519730, 0.062345943, 0.487242577, 0.339502977, -0.162625196, -0.276696550, -1.692393301, 1.235948837, 0.645472760, 0.738015266, 1.507913291, 2.001705714, 0.378399076, 0.135672837, 0.244250647, -0.518998590, -0.859163520, -0.851714324, -0.885741594, -0.824349801, 1.210888757, 0.669658288, 0.467362590, -0.205344072, 0.033955656, 0.016758891, -0.299264425, -0.433263563, -0.942546318, -1.462955108, -1.171003949, -1.105879502, -1.411977677, -0.222400224, 0.147454099, -0.665598302, -1.555671112, 0.931588199, 1.937268880, 0.757277539, 0.479544444, 1.257529998, -0.715707588, -1.132122511, -1.360541150, -0.118982018, -1.525638991, -1.876022290, -0.166403378, 0.354496347, 0.897986240, F
-0.129365676, -0.122699441, 0.301557687, -0.193856125, 0.921862022, 0.174356968, -0.034010263, 0.461185995, -0.548609073, 0.114113307, -0.456480307, -0.489951381, 0.193236272, 1.048878118, -0.916683977, -2.982810112, -0.314269469, 1.429071177, -0.280965809, -1.008914066, -1.890294528, -0.666893700, -0.447062628, 0.535502697, 1.433299352, 0.235385338, -0.201747817, 0.350237962, -0.718344343, -1.194372271, -0.263615680, -0.028723218, 0.163983818, 0.555014669, -0.450263652, -1.198584497, 1.037654461, 1.846290209, 1.548982578, -0.835032541, 0.358313037, 0.274102771, 0.933433078, 1.346539389, -0.502125350, -1.016245858, -0.296988564, -0.052839166, 0.969064858, 0.247779340, 1.767022537, 0.599558853, -0.014865821, 0.393519835, 0.783659241, -0.528314142, 1.515299274, 1.276179357, -1.443299393, -3.241715793, -0.301035299, 0.365326534, -0.325051544, 0.475362108, -2.264170823, -1.023891292, 0.258211820, 0.512319531, 0.362896022, -0.339709091, -0.378492022, -0.834316250, 0.322619822, 0.449784703, 0.825639533, -0.488570014, 0.310715347, -0.313515828, 0.881213186, 0.613093298, -0.343983730, 0.769808664, -0.487925130, -1.088990505, -0.014507845, -0.450266828, 0.585092297, 0.594157656, -0.159193516, 0.143526410, -0.072686361, -0.519109430, -0.594459083, -0.658593325, -0.170020027, 0.037146885, 0.197210488, -0.554563990, -0.229660457, -0.416138943, 0.271703147, 0.354726728, -0.433692388, 0.467072166, -0.439707555, -0.816432786, -0.336524885, -0.552455744, 0.080895372, 0.375524204, -0.346456347, -1.148427806, -1.072860344, 0.232302980, 0.222176706, 0.538533493, -0.278182656, -0.838512647, -1.198638952, 0.115408061, -0.171906761, -0.190038442, -1.173789892, -0.680100886, -0.142330371, -1.716321905, 0.527489371, 0.265863457, 0.072242390, 0.200378434, -1.712360820, -1.013591310, V
0.898729547, 1.822993689, 0.330821613, 1.466327197, 1.385892564, 0.663189256, 0.414486408, -0.161039192, 0.612518010, 0.855456426, -0.160455567, 0.210299730, 0.616022670, 0.766676276, 0.146227873, -0.080799465, -0.959001419, 0.060562547, -0.775248636, -0.280117091, 0.698598278, 0.660486937, 0.333265305, 0.550988748, -0.997193485, -0.714049956, 0.160894202, 0.086233699, -1.037557519, -0.432934881, 1.013812357, 0.093387240, -0.684841806, -0.332816334, 1.006589074, -1.005171298, 0.297650275, -0.260937408, 1.382299743, -0.507388169, -0.209357282, -0.139613461, -0.284343303, -1.107219353, -0.160032910, -0.170354103, 1.026467590, 0.365862961, -0.077396195, 0.942568964, 1.030594047, -0.305941361, -0.001090096, -0.177029777, 0.350570357, 0.250223749, -0.002344855, 0.803397885, 0.172197189, 0.367760679, -0.631522317, 1.627090394, -0.305491561, -0.128994126, -0.189685252, -0.010885905, -0.898699137, -0.204045400, -1.252642305, -1.188887160, -0.716484135, -0.610735935, -1.637236980, -0.992525022, 0.629704836, 1.313828041, -1.392268288, 0.049672006, 0.240778809, -1.216172743, -1.111938902, 0.941934467, 0.457339699, -0.389987382, 0.778522976, -0.270883046, -0.798277347, -1.217475829, -0.738099389, -0.471292249, -0.955791551, -0.877343840, -0.713917305, -0.583776850, -0.729986838, -0.653620656, 0.033214337, 1.011174094, -0.644336160, -0.278985351, -0.085518390, -0.783369303, -0.990892139, 0.544893375, 0.142511258, -0.398080948, 0.464451037, -0.424607960, -0.646290089, -0.890804678, 0.395606854, 0.376125828, 1.213431766, 0.811030159, 0.450164875, 0.761814117, 1.469941317, 1.505824089, -0.813616723, -1.364527591, 1.028213861, -0.485812837, -0.176675555, 1.090864072, 1.243080045, -0.415881903, -1.196928579, 0.393178351, -0.156307117, 0.501111415, 0.985319958, 1.065017288, P
0.472542474, 0.720163741, -0.589683498, 0.374576208, 0.649857942, 1.832060796, 1.604363057, 1.162296493, 0.342669182, -0.109289061, 0.128168555, 0.638860460, 1.412410754, 0.184461817, -0.072391964, 1.528125396, 0.938844558, -1.319208398, 0.367565370, -0.936803197, -1.845292181, -1.140065082, -0.207262652, -1.229834539, 0.790725554, 0.583384930, -0.857905548, -0.512198093, 1.184537119, 0.959858379, 1.799616239, 1.857405423, -1.206503171, 0.952400212, 0.987422200, -0.816726753, -0.436561267, 0.622536664, 0.029721733, 0.923557960, -0.420904102, -1.613022749, 0.219323289, -0.658176255, 0.360040056, 0.801427548, -0.685720679, 0.270268868, 1.023887162, 0.709585617, -0.776171502, -0.216697349, -0.217565772, 0.035317635, 1.209945682, -0.107830234, -0.308626777, -0.826541034, -0.848688046, 0.062734498, -0.303617229, -1.613402210, 0.720320868, 1.115443834, -0.895150042, 1.080990947, -0.774154896, -1.068724046, -0.614998158, -0.246837423, -1.398094350, -0.360909235, -0.626350692, 0.272838043, -0.147180269, 0.032185118, -0.709417119, -1.827211373, -0.386846881, -0.539315133, 0.096785243, -0.612804470, -0.684005244, -0.563158138, -1.765929805, -0.576829146, 1.021889384, -0.730580615, -0.739246978, -0.682942974, -0.736315322, -0.312243240, -0.889016799, -0.533714388, -0.593561749, -0.178511612, -0.393106557, -0.400215553, -0.582221783, -1.079704261, -0.531238166, -0.509062186, -0.192388881, -0.733352574, -0.717574529, -0.545973942, -0.979734001, -0.682619318, 0.570169888, -0.464122231, 1.572015305, 1.138402645, 0.753440724, 0.558923684, 1.134129383, 0.461400187, 0.428910318, 0.675806024, 0.394161339, -0.385734170, 0.269955832, 1.856468650, 0.990418699, 0.751663377, 0.163713956, 0.501173664, 0.399974372, 0.027602725, 0.965663191, 0.152598428, -1.016331884, 0.653344806, Q
-0.892610032, 0.524279204, 0.913720946, -0.466725518, 0.329346134, -0.293422365, 0.680771753, -1.576546135, -0.585589349, -1.257165699, -0.342253369, 0.677637401, 0.550330760, 1.251920959, 0.611112786, -0.948841802, 0.577258984, -1.633729148, -0.885630822, 0.013893766, -0.703182916, -1.465822848, 0.398877460, -0.520098442, 0.130641033, 1.199235461, -0.484152233, -0.220164192, 0.331774621, 0.220802789, -1.406722652, 1.346592970, 1.006563417, -0.999358217, -1.822368647, -1.286745130, -2.486249153, -1.035217651, 0.172514765, 0.973074456, 0.361837451, -0.235864275, 2.410828676, -0.048407046, -0.721711714, 2.009528827, 0.017531056, -1.092902898, 0.456315066, 0.195774128, 0.188961488, 0.270879689, 1.402065876, -1.054303429, -0.037168905, 1.519020171, 0.173165010, 0.003306164, 3.965220257, 2.071928688, 0.654278738, -1.349257253, -1.155264145, 0.665898064, -0.508657781, -0.511226765, -0.815669643, 0.026180136, 0.965909122, 0.904403447, 0.168094456, -0.434301903, 0.609941386, 0.386103350, -0.261677088, -0.735116901, -0.924282519, 0.060572596, -0.170929005, 0.272330502, -1.330063034, -0.651490725, 0.169453288, -0.633311254, 0.079235152, 0.420502841, -0.256305532, -0.928213358, -0.484475906, -0.394063842, 0.681139034, 0.566200273, -0.104019512, -0.520344340, 0.009127891, 0.034107609, -0.441715497, -0.662076233, -0.842327708, -0.172627298, -0.372747825, -0.018038454, -0.972651996, -0.772200751, -0.132645130, -0.565723258, -0.273505999, -0.003909207, -0.407941651, -0.664448550, 0.974279992, 0.025531612, -1.042118368, -1.826773553, 0.222176706, -0.036583263, -0.057141827, -0.442789749, 0.020598105, 0.637431218, 1.539174308, 0.450596312, -0.461998988, -0.183481083, 1.160970591, 0.649926824, 0.493386523, 0.114904367, -0.771632713, 0.238321380, 0.236216920, 1.080201929, P
